Accession,Description,Symbol,Peptides,PD_Detected_Peptides,Unique,100011 WT_EZR Normalized,100012 WT_EZR Normalized,100013 WT_EZR Normalized,100005 WT_CYT Normalized,100006 WT_CYT Normalized,100007 WT_CYT Normalized,100017_1 SPQC Normalized,100017_2 SPQC Normalized,100017_3 SPQC Normalized,WT_EZR_CV,WT_CYT_CV,SPQC_CV,WT_EZR_v_WT_CYT_FC,WT_EZR_v_WT_CYT_pval,Stats
Q80Z25,Centriole and centriolar satellite protein OFD1 OS,Ofd1,2,2.1.2.2.2.2,2,266802.5153,123092.026,171770.3098,69108.99676,95830.68533,46183.66421,154136.2992,144405.3744,218094.9403,39,35.3,23.2,2.660364,0.03447272,Up
Q8K1N2,Pleckstrin homology-like domain family B member 2 OS,Phldb2,1,1.-.1.-.1.-,1,23227.83553,18249.37775,19436.18033,4424.476431,14595.94247,3879.036472,8175.698523,1827.019866,21484.95004,12.8,79.1,95.6,2.660037,0.1058894,
P51141,Segment polarity protein dishevelled homolog DVL-1 OS,Dvl1,18,16.18.18.9.12.18,18,5749788.969,8537270.741,8101537.252,2004954.545,2780272.228,3652024.772,5151551.202,5688457.691,5599740.796,20.1,29.3,5.25,2.653541,0.01223208,Up
Q8BKE9,Intraflagellar transport protein 74 homolog OS,Ift74,8,7.8.8.6.6.8,8,903366.2131,1153146.391,888291.5783,415584.793,401543.5163,312299.3887,424445.7124,506783.7767,440657.3077,15.2,14.9,9.54,2.607342,0.001503554,Up
A2AHG0,Leucine zipper putative tumor suppressor 3 OS,Lzts3,4,4.3.4.4.3.4,4,2171843.126,5830857.345,2574988.707,573667.2682,2967171.712,518417.0688,1956824.183,2035739.256,1800127.473,56.9,103,6.21,2.60582,0.1555938,
Q3UMT1,Protein phosphatase 1 regulatory subunit 12C OS,Ppp1r12c,17,15.15.16.15.15.15,17,5406627.929,5816873.755,5680562.778,2049662.05,2452477.005,2004324.691,3707746.018,3890180.474,3904576.378,3.71,11.4,2.86,2.598042,0.002049857,Up
Q8N9S3,Activator of 90 kDa heat shock protein ATPase homolog 2 OS,Ahsa2,1,1.1.-.1.1.-,1,85916.94169,112234.4331,118879.4866,21751.03552,71377.3512,29911.81521,56391.96141,65641.38678,58709.37531,16.5,64.9,7.99,2.576645,0.08543107,
Q7TQI7,Ankyrin repeat and BTB/POZ domain-containing protein 2 OS,Abtb2,3,3.3.1.2.2.2,3,408671.6793,926053.0407,603355.4047,240654.6309,248820.8425,264435.9023,341005.9797,311911.7287,273614.4232,40.4,4.81,10.9,2.5707,0.06199197,
Q99JW4,LIM and senescent cell antigen-like-containing domain protein 1 OS,Lims1,2,2.2.2.1.2.1,2,54607.903,76276.68335,72007.5993,12612.91487,44878.48059,21661.42292,75961.60998,20281.0245,20689.48112,17,63.1,82.2,2.563297,0.09188376,
Q9JMH6,"Thioredoxin reductase 1, cytoplasmic OS",Txnrd1,2,1.2.2.1.1.2,2,265320.5827,251346.6763,389012.4939,83916.59693,92644.27382,177692.4899,83591.19835,82102.20868,78978.68086,25.1,43.9,2.89,2.556588,0.03300865,Up
E9Q634,Unconventional myosin-Ie OS,Myo1e,1,1.1.1.1.1.1,1,35629.08624,37314.7198,30779.74176,10413.58978,18245.33821,12139.09027,11924.88219,16743.85136,16619.58462,9.81,30.3,18.2,2.542367,0.01998003,Up
O55098,Serine/threonine-protein kinase 10 OS,Stk10,1,1.-.1.1.1.1,1,196724.307,176916.0371,175859.4648,50608.66284,91697.72346,74060.22535,98340.04019,199432.0196,185826.4796,6.42,28.6,34,2.53967,0.0270392,Up
Q8C7E9,Cleavage stimulation factor subunit 2 tau variant OS,Cstf2t,1,1.1.1.1.1.1,1,52867.52312,35828.46611,22181.71506,11421.2203,15878.92239,16422.64917,26617.94562,18235.75133,11397.37404,41.6,18.8,40.7,2.535925,0.05432378,
Q66L42,Mitogen-activated protein kinase kinase kinase 10 OS,Map3k10,3,3.3.2.3.3.3,3,103639.107,120652.6268,142713.2121,23587.77416,85248.98851,35943.89817,75399.57946,64977.73507,66604.28366,16,67.6,8.13,2.534903,0.09822595,
P33215,Protein NEDD1 OS,Nedd1,1,1.1.1.1.1.1,1,158070.8279,186598.0196,208926.602,53847.71209,117842.6374,46882.14627,85475.00026,85559.74359,69847.40257,13.8,53.7,11.3,2.532777,0.06268471,
Q80U49,Centrosomal protein of 170 kDa protein B OS,Cep170b,6,6.6.6.6.6.6,6,8580955.325,15727921.62,8070455.744,3715272.1,6248292.378,2869206.82,7563322.954,3890734.303,4735960.839,39.7,41.1,35.6,2.523175,0.04101176,Up
P70689,Gap junction beta-6 protein OS,Gjb6,1,-.1.1.1.-.-,1,46664.32224,55507.7066,59202.44169,55377.22713,6122.255099,2536.463448,1414.290965,3045.964533,7308.928304,12,138,77.6,2.520061,0.1995416,
Q5SXY1,Cytospin-B OS,Specc1,63,61.59.58.50.50.54,62,47440745.78,44404828.95,48539636.19,19137372.92,17062727.03,19706640.21,33032654.45,33480120.09,34695562.95,4.58,7.47,2.55,2.511061,0.000211154,Up
Q91Z49,UAP56-interacting factor OS,Fyttd1,4,3.4.4.4.3.3,4,7705858.139,2246447.523,2604320.934,2028048.326,1727447.113,1254017.215,3025448.932,3658152.946,3353369.296,73,23.4,9.46,2.506557,0.1744189,
Q9Z138,Tyrosine-protein kinase transmembrane receptor ROR2 OS,Ror2,3,3.3.3.3.3.3,3,197379.626,204711.2936,171313.3981,78067.79338,68027.10667,83073.01385,118312.0926,106254.1216,108545.2518,9.18,10,5.77,2.502114,0.0003462,Up
Q5PR69,Capping protein-inhibiting regulator of actin dynamics OS,Cracd,3,2.2.2.1.3.1,3,148154.6994,136132.5657,159171.3309,57873.21459,65462.46729,53944.48922,115674.5335,112072.7534,135850.5384,7.8,9.91,10.6,2.501456,0.000293813,Up
E9Q557,Desmoplakin OS,Dsp,22,22.17.16.14.18.15,22,7673631.927,2833567.151,4104731.435,1827358.419,2394430.734,1632334.143,3856869.023,3906523.232,3671288.176,51.5,20.3,3.25,2.496007,0.08647148,
Q8R1K1,Ubiquitin-associated domain-containing protein 2 OS,Ubac2,1,1.1.1.-.1.-,1,37297.94299,47756.65313,38812.18843,4475.095517,39736.22947,5743.991647,20780.60546,22457.53793,35851.58402,13.7,120,31.3,2.479552,0.1772686,
P48302,Endothelin receptor type B OS,Ednrb,1,1.1.1.-.1.1,1,359467.7692,473343.0232,432288.8932,197675.6111,131978.9666,180907.9403,2479.676626,3386.948652,1238.463054,13.7,20.1,45.5,2.477855,0.005370456,Up
P17563,Methanethiol oxidase OS,Selenbp1,1,1.1.1.1.1.-,1,326489.9566,396313.5028,316680.3382,20761.95676,328840.7151,71305.73758,407923.7364,370893.3341,466988.4031,12.5,118,11.7,2.46962,0.2048349,
Q80W93,Hydrocephalus-inducing protein OS,Hydin,2,2.2.2.2.2.2,2,3194410.31,1461989.219,3958446.374,842234.6214,2012194.632,662657.2508,2193004.898,1896585.28,2084262.75,44.5,62.5,7.29,2.449427,0.1093084,
Q7TQD2,Tubulin polymerization-promoting protein OS,Tppp,6,6.6.6.6.5.4,6,1871545.374,2074858.753,1741110.38,705675.6205,1025872.37,594707.0128,997998.5617,1524214.137,1477819.262,8.87,28.9,21.9,2.444923,0.02135299,Up
Q9ERG0,LIM domain and actin-binding protein 1 OS,Lima1,18,17.16.16.17.15.15,18,6042394.325,6343976.459,6467997.587,2464368.98,2405694.264,2846723.502,3610976.335,3944283.853,3890773.357,3.48,9.31,4.69,2.443293,0.00120453,Up
Q62188,Dihydropyrimidinase-related protein 3 OS,Dpysl3,26,22.24.24.25.26.25,26,38465688.25,38078547.78,163169664.7,34146423.14,31848895.04,32404693.44,31836184.96,30683350.46,31532934.47,90.2,3.65,1.91,2.436117,0.31757,
Q9WU65,Glycerol kinase 2 OS,Gk2,1,1.1.1.-.1.1,1,6819.406331,8210.427012,4778.168968,2536.160023,4002.90189,1594.880371,6329.285481,4073.758359,5516.175328,26.1,44.8,21.5,2.435228,0.0508169,
Q8BZZ3,NEDD4-like E3 ubiquitin-protein ligase WWP1 OS,Wwp1,3,3.3.3.3.3.3,2,849169.268,805996.9838,1016468.083,325033.4729,401611.8013,371805.184,549261.4615,519924.1431,527966.7917,12.5,10.5,2.85,2.432185,0.000745461,Up
Q8BGD5,"Carnitine O-palmitoyltransferase 1, brain isoform OS",Cpt1c,4,3.4.4.3.4.3,4,984516.1834,1152211.66,1080295.352,455571.0894,425794.1775,443476.8423,518469.1611,530298.7533,628925.415,7.85,3.39,10.8,2.428231,0.000681623,Up
Q8BNU0,Armadillo repeat-containing protein 6 OS,Armc6,3,3.3.2.3.2.2,3,1073156.283,1297099.446,1153958.04,480323.2016,564960.7629,409991.9657,684233.6204,726326.0388,619548.0286,9.65,16,7.95,2.421681,0.002701463,Up
Q9JK48,Endophilin-B1 OS,Sh3glb1,2,2.2.2.2.2.2,2,1332403.384,1078849.492,902689.2405,237924.7287,310314.8794,831092.1101,951669.6671,290603.143,1297013.192,19.6,70.4,60.4,2.402571,0.1060728,
P35980,60S ribosomal protein L18 OS,Rpl18,8,7.8.8.7.6.7,8,9682337.08,10601976.38,9974678.21,2606984.803,2991560.637,7058498.847,9093697.473,9388801.244,8163753.151,4.66,58.5,7.2,2.390684,0.08779484,
Q9DCT8,Cysteine-rich protein 2 OS,Crip2,9,8.9.9.8.9.9,9,16450110.66,24322176.32,26086748.01,7581983.616,9895624.791,10608367.96,15771465.38,14815467.03,14335107.07,23,16.9,4.88,2.380513,0.01058447,Up
P98191,Phosphatidate cytidylyltransferase 1 OS,Cds1,1,1.-.1.1.1.1,1,25159.55804,30585.76678,22433.55168,6498.739634,22435.60601,4058.262587,17391.67386,10747.3803,5800.326291,15.9,90.8,51.4,2.369588,0.1545091,
Q5NC05,Transcription termination factor 2 OS,Ttf2,1,1.1.1.1.1.1,1,6506.67444,17667.14343,13100.48694,3895.821505,9564.269382,2290.561218,3742.31844,2121.3637,2795.174368,45.2,72.8,28.2,2.366525,0.1424534,
Q8C6E0,Cilia- and flagella-associated protein 36 OS,Cfap36,4,4.4.4.4.4.3,4,1291177.681,1794985.257,1839273.51,498427.6518,1014226.198,588064.2947,1001400.063,901398.0295,1027938.165,18.5,39.4,6.83,2.344644,0.03454102,Up
Q9DBV4,Matrix remodeling-associated protein 8 OS,Mxra8,1,1.1.-.1.1.1,1,48233.49485,52914.37473,54924.69348,23235.1016,16998.2638,26339.38503,28070.12168,27654.68812,29263.86629,6.6,21.4,2.95,2.344391,0.01562973,Up
Q9CRB6,Tubulin polymerization-promoting protein family member 3 OS,Tppp3,6,6.6.6.6.6.5,6,1699403.678,2373578.777,1727846.128,825591.382,859019.4004,796012.3955,1234773.879,1333329.626,1289358.231,19.7,3.81,3.84,2.338456,0.0136484,Up
Q80TL4,PHD finger protein 24 OS,Phf24,2,1.2.2.1.2.1,2,108911.6367,99749.7427,93978.05863,18489.91876,92893.64336,18460.25803,74180.93381,79799.14424,77397.05853,7.46,99.3,3.65,2.330796,0.1637668,
Q9R1Q8,Transgelin-3 OS,Tagln3,24,24.24.24.23.24.22,22,98384728.69,97391567.39,93475885.72,42479264.79,38752145.56,43077057.66,72695810.14,71656970.76,70017491.74,2.69,5.66,1.89,2.32689,0.000252405,Up
P06795,ATP-dependent translocase ABCB1 OS,Abcb1b,1,1.1.1.1.1.1,1,4046.926892,4841.416789,5423.67003,2071.183716,1625.976651,2472.427732,5024.193438,1407.335779,4524.372597,14.5,20.6,53.7,2.319768,0.006406326,Up
Q6P5F7,Protein tweety homolog 3 OS,Ttyh3,1,1.1.1.1.1.1,1,44213.6224,48950.51976,34045.11482,10511.53745,35417.71049,9055.01672,17915.27044,27158.10027,31653.35057,18,80.8,27.4,2.313557,0.1330818,
O35643,AP-1 complex subunit beta-1 OS,Ap1b1,9,9.8.8.8.8.9,9,5481963.625,6693604.788,4709944.734,2533236.696,2312981.326,2456883.453,2738569.487,3337649.196,2989768.862,17.8,4.59,9.95,2.312102,0.01074037,Up
Q80TF3,Protocadherin-19 OS,Pcdh19,3,3.3.3.3.3.3,3,605673.7292,667605.3588,761565.9709,280367.0523,337847.1486,263846.0642,458780.4136,516610.1491,456063.0764,11.6,13.2,7.17,2.306923,0.001163564,Up
Q3V0J1,Transmembrane protein 237 OS,Tmem237,1,1.1.1.1.1.1,1,38011.68869,70706.20577,40228.14677,15977.24873,25317.98167,23614.19492,52436.26368,20898.14808,20932.46301,36.8,23,57.9,2.294675,0.03414596,Up
Q8VHN7,Adhesion G-protein coupled receptor V1 OS,Adgrv1,1,1.1.1.1.1.1,1,3183541.055,61876.33027,1173010.744,386741.2066,1223868.075,323600.5062,1697696.623,1457170.563,1255304.946,107,77.9,15.1,2.284358,0.9211683,
Q99M80,Receptor-type tyrosine-protein phosphatase T OS,Ptprt,2,2.2.2.1.2.1,2,56381.75387,51696.50204,36461.71387,8337.760376,44923.62156,10023.93032,13406.80718,51707.49727,12433.40292,21.6,97.9,86.7,2.283942,0.1655881,
Q60866,Phosphotriesterase-related protein OS,Pter,1,1.1.1.1.1.1,1,37628.84037,41849.19454,36653.11445,12807.79641,27362.03289,10715.54705,26115.84745,25640.14481,25273.72881,7.13,53.5,1.64,2.282211,0.0840223,
Q9D906,Ubiquitin-like modifier-activating enzyme ATG7 OS,Atg7,1,1.1.1.1.-.1,1,130813.572,113523.7898,65013.34369,54503.69782,43581.72327,37603.86985,82044.93793,50627.75413,68568.23827,33.1,18.9,23.5,2.279846,0.04601203,Up
Q60790,Ras GTPase-activating protein 3 OS,Rasa3,7,7.7.7.7.7.7,7,1931703.689,2195647.87,2197136.577,727731.9424,1144357.784,903120.5961,1386549.626,1718499.427,1410841.299,7.25,22.6,12.3,2.278922,0.01594762,Up
Q9D3A9,Protein tweety homolog 1 OS,Ttyh1,2,2.2.2.2.2.2,2,423810.7256,594177.4425,513956.9051,212188.977,272983.4538,187889.7744,274101.5904,364492.3892,333580.1309,16.7,19.5,14.2,2.276082,0.005178032,Up
Q6PDN3,"Myosin light chain kinase, smooth muscle OS",Mylk,1,1.1.1.1.1.1,1,92591.95458,82279.37513,50176.38326,46798.82588,26228.23257,26072.02248,56344.01553,52660.716,48542.98823,29.5,36.1,7.43,2.270936,0.03760248,Up
O89026,Roundabout homolog 1 OS,Robo1,8,8.7.8.7.7.7,8,2107481.817,2474698.51,2133832.724,1103738.187,839578.1544,1021740.149,1501764.281,1392316.397,1504381.592,9.15,13.7,4.36,2.265054,0.002117642,Up
Q80TE0,RNA polymerase II-associated protein 1 OS,Rpap1,7,6.6.6.7.6.7,7,790001.0932,948818.7325,968801.8746,398542.4878,410379.0915,393550.869,599217.6608,521556.8572,633477.5066,10.9,2.16,9.81,2.251712,0.005049629,Up
P70205,Pituitary adenylate cyclase-activating polypeptide type I receptor OS,Adcyap1r1,3,3.3.2.2.2.3,3,3880529.049,4567144.306,4889047.679,1921729.105,1946110.625,2071419.256,3532475.993,4041685.088,3792204.747,11.6,4.06,6.72,2.245519,0.003698354,Up
P70424,Receptor tyrosine-protein kinase erbB-2 OS,Erbb2,5,4.4.5.5.4.5,4,1117378.833,1387937.896,1270806.469,560567.2064,608364.496,537411.6561,808750.3718,766594.3757,808306.2657,10.8,6.36,3.05,2.212991,0.001228235,Up
Q8CBW3,Abl interactor 1 OS,Abi1,35,34.34.35.31.31.32,26,89659675.76,99020298.44,97650368.66,39197319.76,46324032.2,45171226.67,68786623.16,65339958.02,59735312.24,5.3,8.78,7.07,2.190869,0.000638767,Up
Q5SX79,Protein Shroom1 OS,Shroom1,3,3.3.3.3.3.2,3,48872.36049,58696.57869,47988.14239,30494.01042,24349.07939,16274.58132,31234.23656,30933.21412,40524.04148,11.5,30.1,15.9,2.18732,0.03603568,Up
Q6RI63,Constitutive coactivator ofroxisome proliferator-activated receptor gamma OS,Fam120b,1,1.1.1.-.1.1,1,177183.2155,503220.2015,178154.3789,117508.3247,123469.6821,151795.0264,251626.232,154412.3458,233621.0829,65.7,14,24.3,2.185888,0.1935156,
Q68FM6,Protein phosphatase 1 regulatory subunit 29 OS,Elfn2,2,2.2.2.1.2.2,2,64416.98943,84503.5131,26007.74053,22920.54164,21854.47299,35272.25326,57651.83902,24565.9925,21817.41638,51,28,57.5,2.185312,0.1811867,
P11881,"Inositol 1,4,5-trisphosphate receptor type 1 OS",Itpr1,6,6.6.6.5.6.5,6,846808.5219,880333.7809,875984.6429,425774.1936,411128.5538,355151.1983,813227.4204,682074.6063,565797.3953,2.1,9.38,18,2.183733,0.003588205,Up
Q6PDS3,NAD(+) hydrolase SARM1 OS,Sarm1,2,2.2.2.2.2.2,2,3575159.97,3688356.007,3063397.809,1640993.704,2033618.304,1055143.745,1313984.665,2862460.851,2900820.918,9.67,31.2,38.4,2.183393,0.04265666,Up
Q99MP8,BRCA1-associated protein OS,Brap,2,2.1.1.2.1.2,2,126852.41,188715.8769,287987.7624,61213.52203,140422.9264,75019.26024,98804.74804,140048.9739,102875.836,40.4,45.9,20,2.181614,0.08362065,
Q8BYZ7,Engulfment and cell motility protein 3 OS,Elmo3,1,1.1.1.1.1.1,1,170236270.6,229628230.6,196365676.4,70977988.77,147152960.2,56224658.64,115052653.6,136981024.8,121564009.1,15,53.4,9.04,2.173202,0.08749905,
P97315,Cysteine and glycine-rich protein 1 OS,Csrp1,17,17.17.17.14.16.15,17,51910198.77,68838429.88,60583107.12,24564485.23,26059715.09,32900448.03,43838140.1,41463877.16,41403698.97,14,16,3.29,2.170997,0.003099214,Up
Q3UJP5,Cilia- and flagella-associated protein 418 OS,Cfap418,1,1.1.1.1.1.1,1,28197.14045,96868.76719,80205.23682,14432.22879,53293.31971,26855.9952,43570.81832,42566.26291,36217.11327,52.3,63,9.78,2.170309,0.2174216,
O88533,Aromatic-L-amino-acid decarboxylase OS,Ddc,2,2.2.2.1.1.1,2,75470.25203,77732.50329,85854.14504,46573.42944,26438.49683,37167.24528,73248.3636,69748.29515,66751.54074,6.85,27.4,4.65,2.16971,0.0340117,Up
Q8BTI7,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C OS,Ankrd52,3,3.3.3.3.3.3,3,3435287.131,4046101.81,2814015.27,1005567.483,3170045.445,587672.579,1267694.884,1800644.997,1764794.558,18,87.3,18.5,2.161408,0.1738189,
O88643,Serine/threonine-protein kinase PAK 1 OS,Pak1,2,1.2.1.2.2.2,2,41465.99478,45201.73854,54767.00847,17752.96849,37259.69543,10690.59508,26084.0577,24844.17166,22261.84901,14.6,62.8,7.99,2.152629,0.1268249,
Q61072,Disintegrin and metalloproteinase domain-containing protein 9 OS,Adam9,1,1.1.1.1.1.1,1,75366.65556,78357.50741,59744.24566,24692.64174,54503.1175,20000.57226,51052.28969,52211.16443,47599.94534,14,56.6,4.77,2.151979,0.09751045,
O88327,Alpha-catulin OS,Ctnnal1,7,7.7.7.4.6.6,7,991828.2568,1649985.989,1279720.955,571540.0469,623093.3728,631044.9794,852391.8986,1067498.339,938991.1123,25.2,5.31,11.4,2.147988,0.03220518,Up
A2APV2,Formin-like protein 2 OS,Fmnl2,23,23.23.23.19.18.23,23,22121347.23,42390992.21,23385279.02,11176938.03,19525343.01,10346823.73,14046060.02,17565460.25,16218796.16,38.8,37.1,11.1,2.14128,0.0586025,
Q61792,LIM and SH3 domain protein 1 OS,Lasp1,20,20.20.18.18.19.19,20,62891685.66,65676279.27,54390261.31,27556973.12,26050780.02,31855635.43,48362118.8,45974745.87,45925667.34,9.64,10.6,2.98,2.140779,0.000782105,Up
Q6ZQB6,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 OS,Ppip5k2,1,1.1.1.1.1.1,1,19576.10378,48592.00219,33372.54911,4981.251221,33016.91034,9515.253147,15082.44104,17434.34842,28542.97202,42.9,95,35.3,2.137094,0.2054345,
O55126,Protein NipSnap homolog 2 OS,Nipsnap2,2,2.1.2.2.1.1,2,1117878.653,1216310.601,1015089.808,425828.0929,534463.903,610252.9666,1033416.481,1104077.25,1196804.705,9.01,17.7,7.37,2.132559,0.007850501,Up
Q8VDQ8,NAD-dependent protein deacetylase sirtuin-2 OS,Sirt2,9,9.9.9.8.8.8,9,8591614.804,10194774.53,8887232.463,4540650.473,3726327.407,4724276.655,7039189.88,6404916.636,5506756.996,9.25,12.3,12.2,2.130173,0.00167871,Up
Q923Z0,G-protein coupled receptor family C group 5 member B OS,Gprc5b,7,6.6.6.6.7.6,7,19408209.76,19207861.39,19780494.7,8493660.109,10656375.84,8318245.492,12566720.47,16604447.6,12674452.65,1.49,14.2,16.5,2.125964,0.01003512,Up
A2AAY5,SH3 and PX domain-containing protein 2B OS,Sh3pxd2b,22,21.21.22.18.18.20,19,17940901.07,18700165.94,18156783.56,7902432.988,8393275.017,9502336.789,13147674.76,13041985.97,12944284.85,2.14,9.53,0.78,2.124109,0.003612383,Up
Q9QYX7,Protein piccolo OS,Pclo,24,20.18.18.24.22.24,23,283277435.6,356778916.5,255352800.3,131831708.4,158312278.4,133942756.4,196486782.8,230360652.9,251395914.9,17.6,10.4,12.3,2.111382,0.00590331,Up
Q6P9K8,Caskin-1 OS,Caskin1,76,72.74.74.67.69.68,73,104293371.4,98201341.22,105259422.6,47848654.51,48872661.07,49114676.2,74469856.31,74176598.82,72923609.7,3.73,1.38,1.11,2.110276,0.000224136,Up
Q8CCB4,Vacuolar protein sorting-associated protein 53 homolog OS,Vps53,1,1.1.1.1.1.1,1,16891.46012,17570.01433,13510.84327,3887.787216,14721.8362,4186.404439,10791.79554,11532.89923,8732.227847,13.6,81.2,14,2.104416,0.1576333,
Q3UIZ8,Myosin light chain kinase 3 OS,Mylk3,1,1.1.1.1.1.1,1,498365.3345,434669.7716,380568.4378,225651.6611,211367.7888,187627.0514,309827.2282,373929.8754,351854.7004,13.5,9.22,9.43,2.102955,0.002300786,Up
O08738,Caspase-6 OS,Casp6,1,1.1.1.1.-.1,1,56022.33679,46971.07928,62701.53902,24052.63139,28608.83544,26644.193,27850.03892,40554.80902,34087.79988,14.3,8.64,18.6,2.089321,0.003656979,Up
P02469,Laminin subunit beta-1 OS,Lamb1,3,2.2.2.2.2.3,3,474682.0122,748247.2363,356771.5603,244851.8309,269011.6231,242703.3384,338287.9572,331790.3904,382974.634,38.1,5.79,7.94,2.087986,0.08211979,
Q9CZP7,Hsp90 co-chaperone Cdc37-like 1 OS,Cdc37l1,2,2.2.2.2.2.2,2,1424718.318,1182590.619,273237.0977,775153.3377,117958.9987,486841.4103,773017.5403,242261.7526,99678.51552,63.2,71.6,95.5,2.087422,0.369542,
P46664,Adenylosuccinate synthetase isozyme 2 OS,Adss2,6,5.5.5.5.6.5,6,1423804.6,1524364.252,1250165.218,720996.7207,671572.5431,620569.4069,1426455.147,1142906.165,1506345.017,9.91,7.48,14.1,2.085467,0.000794409,Up
Q5SUC9,"Protein SCO1 homolog, mitochondrial OS",Sco1,1,1.1.-.1.1.1,1,77206.84016,88098.29969,101702.5587,42267.96829,31328.92057,54598.66877,78946.65016,54503.36869,61596.72805,13.8,27.2,19.3,2.082816,0.02582126,Up
Q7TS72,Inositol-trisphosphate 3-kinase C OS,Itpkc,2,2.2.2.2.1.2,2,340487.3232,531312.5742,469401.2302,191662.2107,241218.5974,211823.0557,291500.6472,304854.3942,352671.2459,21.8,11.6,10.2,2.080337,0.01738721,Up
Q8R3T5,Syntaxin-binding protein 6 OS,Stxbp6,1,1.1.1.1.1.1,1,84793.81573,134853.3507,105748.4482,30177.21069,85076.69877,41256.70595,54148.58815,84641.63201,60416.02638,23.2,55.6,24.3,2.079064,0.1021619,
O88428,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2 OS,Papss2,2,2.2.2.2.2.2,2,91150.12179,115084.4465,104085.6079,48066.88008,49980.45762,51269.29829,76263.36665,81085.59576,82964.68756,11.6,3.24,4.32,2.078269,0.005508658,Up
Q91Z69,SLIT-ROBO Rho GTPase-activating protein 1 OS,Srgap1,3,3.3.2.2.2.2,3,335347.5096,343285.1402,347436.8056,206611.9339,172422.1532,115257.5505,237486.6147,201648.3966,215528.4875,1.8,28,8.28,2.075838,0.04752767,Up
Q8BGS7,Choline/ethanolaminephosphotransferase 1 OS,Cept1,2,2.1.1.1.1.1,2,34308.0513,14621.25813,23754.22363,12292.20068,14735.36995,8034.154053,21649.94962,20773.97624,24501.5171,40.7,29,8.74,2.073016,0.08971319,
Q8CG79,Apoptosis-stimulating of p53 protein 2 OS,Tp53bp2,34,34.29.31.30.32.33,34,13301580.12,15118128.26,21749115.78,7903240.092,8327360.358,8033539.079,11150689.87,11386266.24,10566891.76,26.6,2.69,3.82,2.067612,0.03974788,Up
Q8BG95,Protein phosphatase 1 regulatory subunit 12B OS,Ppp1r12b,6,6.6.6.5.5.5,6,314237.9574,279122.612,245817.3353,128260.9304,128912.5662,149333.4786,228074.3194,220715.4663,183060.3911,12.2,8.84,11.5,2.064363,0.001790274,Up
Q8VEJ4,Notchless protein homolog 1 OS,Nle1,1,1.1.1.-.-.1,1,14994.7447,11248.58837,9360.457499,1877.560555,1014.906464,14379.72021,9904.518436,12615.36404,14140.53511,24.2,130,17.6,2.061337,0.2313856,
O35516,Neurogenic locus notch homolog protein 2 OS,Notch2,1,-.1.1.1.1.1,1,19811.07684,19967.7759,28515.74643,12480.7896,13992.90722,6725.744975,7116.831116,1303.418956,2482.906723,21.9,34.6,84.6,2.057101,0.06013023,
O54901,OX-2 membrane glycoprotein OS,Cd200,1,1.1.1.1.1.1,1,87826.66167,104687.3873,92197.19548,37768.19265,71917.88081,29594.80611,61999.69257,64775.34562,54434.76692,9.22,48.4,8.86,2.044152,0.09222103,
Q9CRA5,Golgi phosphoprotein 3 OS,Golph3,1,1.1.1.1.1.1,1,48599.43945,59973.68642,23603.10959,31859.41479,16357.72361,16664.16847,27371.11928,42235.05687,20319.85952,42.2,41,37.3,2.037201,0.1302058,
Q8C739,Protein FAM110B OS,Fam110b,2,2.1.2.2.2.2,2,85132.80715,94879.36748,79633.18804,26070.11934,65496.23083,36317.6457,55530.41659,48509.56631,40773.24702,8.92,48,15.3,2.030319,0.09669775,
Q80UW5,Serine/threonine-protein kinase MRCK gamma OS,Cdc42bpg,1,1.1.1.1.1.1,1,18176.77361,26519.59904,16635.16757,11122.49885,10249.92617,8846.385741,13877.23202,15995.64698,11708.08052,26,11.4,15.5,2.029582,0.02474193,Up
P97447,Four and a half LIM domains protein 1 OS,Fhl1,14,11.14.14.11.11.13,14,16029033.59,20825767.05,20642818.53,6750558.216,8698188.167,12898595.52,14979193.98,14547436.77,15497941.51,14.2,33.3,3.17,2.028325,0.04244811,Up
